"","rxn_id","data_medians"
"1","rxn10336_c",0.995880714273
"2","rxn10337_c",0.995880714273
"3","rxn10338_c",0.995880714273
"4","rxn10335_c",0.995880714273
"5","rxn10342_c",0.995880714273
"6","rxn10340_c",0.995880714273
"7","rxn10334_c",0.995880714273
"8","rxn10339_c",0.995880714273
"9","rxn10341_c",0.995880714273
"10","rxn10113_c",0.993026664715
"11","rxn10806_c",0.993026664715
"12","rxn05581_c",0.9677412644275
"13","rxn03135_c",0.9670273094435
"14","rxn10174_c",0.965013040472
"15","rxn05206_c",0.96414487982
"16","rxn10311_c",0.962874245664
"17","rxn10307_c",0.962874245664
"18","rxn10314_c",0.962874245664
"19","rxn10313_c",0.962874245664
"20","rxn08040_c",0.962874245664
"21","rxn10310_c",0.962874245664
"22","rxn10309_c",0.962874245664
"23","rxn10315_c",0.962874245664
"24","rxn10308_c",0.962874245664
"25","rxn10312_c",0.962874245664
"26","rxn00714_c",0.96060213567
"27","rxn10317_c",0.958332956186
"28","rxn10322_c",0.958332956186
"29","rxn10319_c",0.958332956186
"30","rxn10321_c",0.958332956186
"31","rxn10316_c",0.958332956186
"32","rxn10324_c",0.958332956186
"33","rxn10323_c",0.958332956186
"34","rxn10320_c",0.958332956186
"35","rxn10318_c",0.958332956186
"36","rxn05207_c",0.9536625153975
"37","rxn05493_c",0.9536625153975
"38","rxn05605_c",0.9536625153975
"39","rxn05158_c",0.945360350891
"40","rxn00355_c",0.902233751764
"41","rxn01974_c",0.847567056109
"42","rxn01518_c",0.834052205395
"43","rxn01143_c",0.834052205395
"44","rxn00340_c",0.831268848649
"45","rxn08084_c",0.820516751418
"46","rxn10214_c",0.820516751418
"47","rxn08083_c",0.820516751418
"48","rxn10213_c",0.820516751418
"49","rxn08086_c",0.820516751418
"50","rxn10216_c",0.820516751418
"51","rxn08085_c",0.820516751418
"52","rxn10215_c",0.820516751418
"53","rxn08089_c",0.820516751418
"54","rxn10219_c",0.820516751418
"55","rxn08088_c",0.820516751418
"56","rxn08087_c",0.820516751418
"57","rxn10218_c",0.820516751418
"58","rxn10217_c",0.820516751418
"59","rxn10212_c",0.820516751418
"60","rxn10211_c",0.820516751418
"61","rxn01607_c",0.8089565926125
"62","rxn00559_c",0.808679362525
"63","rxn01454_c",0.808453235355
"64","rxn00830_c",0.807869902075
"65","rxn00303_c",0.807684045294
"66","rxn00829_c",0.807009026602
"67","rxn05170_c",0.80631487577
