genomes	mean	median
713605.5	0.6232604547027306	0.6846824809612054
888801.3	0.6232085309524109	0.6946398701499187
525328.13	0.6232593261278105	0.6846824809612054
525328.4	0.6232147682268315	0.6846824809612054
879297.3	0.6149837002654532	0.6738741674789954
879298.3	0.6248923831109513	0.6943389100135204
879299.3	0.6235837109889313	0.6830064511909679
879300.3	0.624457689210853	0.6953626683677879
879302.3	0.6235594576793665	0.694522006380476
879301.3	0.6197773129540158	0.6765561431921563
879303.3	0.6215666111409254	0.68574211172839
879304.3	0.6207511883295961	0.6752151553355759
879295.3	0.6249844837137722	0.6840068603851829
879296.3	0.6234236135082862	0.694516081150164
928327.3	0.6231663253070523	0.6945222584525825
928328.3	0.6212729771900347	0.6841866857541667
349123.13	0.6348068662921069	0.6827915344624733
927703.3	0.6353351751744495	0.6700525608098513
525341.3	0.6365996472768295	0.6769144316656958
557436.17	0.6400891516727385	0.6900094994536978
557436.4	0.6385401090706408	0.6806289502781132
1340495.3	0.6331702545202333	0.6724938588305894
557433.4	0.6372973806587271	0.6806289502781132
863368.3	0.6310540313203655	0.6728733018830101
863369.3	0.634703847887697	0.6773511719323276
585517.3	0.6377843333647906	0.6806289502781132
548485.3	0.6376388146153967	0.6806289502781132
491077.3	0.6394616608652254	0.688207548061416
1598.347	0.6362187590378673	0.6816983419910694
1598.346	0.6357728143203049	0.6816983419910694
1598.345	0.6356708799639571	0.6816983419910694
1598.344	0.6361547739120812	0.6816983419910694
1598.342	0.6294572720563683	0.6733102937096072
1598.343	0.6294915777991897	0.6733102937096072
1598.341	0.6299770721156817	0.6733102937096072
1598.338	0.6294774824069242	0.6733102937096072
1598.340	0.6294774824069242	0.6733102937096072
1598.337	0.6299694739944682	0.6733102937096072
1598.335	0.6356708799639571	0.6816983419910694
1598.336	0.6319763115598568	0.6646742673881945
1598.332	0.6318828018593128	0.6646742673881945
1598.330	0.6305449186591298	0.6646742673881945
1598.333	0.6361554081862099	0.6816983419910694
1598.334	0.6356728079033126	0.6816983419910694
1598.331	0.6357602225513065	0.6816983419910694
1598.329	0.6356708799639571	0.6816983419910694
1598.326	0.6323780088683179	0.6646742673881945
1598.325	0.6318876029458398	0.6733102937096072
1598.327	0.6323883880125127	0.6646742673881945
1598.328	0.6361554081862099	0.6816983419910694
1598.324	0.6356708799639571	0.6816983419910694
1598.323	0.6356708799639571	0.6816983419910694
1598.276	0.6359010268335225	0.6800981362784104
1598.291	0.6365103629201048	0.6792698733799791
1598.259	0.6334246733820819	0.6732719871509979
1598.175	0.6334266548139106	0.6732719871509979
1598.178	0.6337413233226642	0.6756429219387173
1598.322	0.6326074485014062	0.6673474097212909
1598.320	0.6323844667557494	0.6646742673881945
1598.321	0.6323863910633301	0.6646742673881945
1598.319	0.6114509951641869	0.66786412681695
1598.318	0.6321866474657419	0.6646742673881945
1598.316	0.6323862832734658	0.6646742673881945
1598.317	0.6112571993626775	0.66786412681695
1598.313	0.637738682412616	0.6760652463977718
1598.312	0.637738682412616	0.6760652463977718
1598.288	0.6319404514955966	0.6771621586444814
1598.146	0.6388882578441768	0.6806289502781132
1598.289	0.636023255666204	0.6866007858435125
1598.264	0.6525179780851416	0.6882609749935121
